date,action,ticker,name,reason
2022-09-19,removed,GLT,Glatfelter,MTX was moved from the S&P 400 as it was more representative of the small cap market space. GLT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,added,AEO,American Eagle Outfitters,AEO was moved from the S&P 400 as it was more representative of the small cap market space. CAMP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,added,HPP,Hudson Pacific Properties,HPP was moved from the S&P 400 as it was more representative of the small cap market space. APEI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,added,MCY,Mercury General,MCY was moved from the S&P 400 as it was more representative of the small cap market space. EHTH was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,added,MTX,Minerals Technology,MTX was moved from the S&P 400 as it was more representative of the small cap market space. GLT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,added,OUT,Outfront Media,OUT was moved from the S&P 400 as it was more representative of the small cap market space. FOSL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-28,removed,GCP,GCP Applied Technologies,LESL replaced GCP after it was acquired by Compagnie de Saint-Gobain S.A. [ 138 ]
2022-09-28,added,LESL,Leslie's,LESL replaced GCP after it was acquired by Compagnie de Saint-Gobain S.A. [ 138 ]
2022-10-03,removed,ABTX,Allegiance Bancshares,"ABTX was acquired by CBTX, Inc. and post merger the combined company changed its name and ticker symbol to Stellar Bancorp ( Nasdaq : STEL ). [ 138 ]"
2022-10-03,removed,EXLS,EXL Service Holdings,MCW replaced EXLS which replaced EQT Corp. in the S&P 400 after it was moved to the S&P 500. [ 138 ]
2022-10-03,removed,HNGR,"Hanger, Inc.","HNGR was acquired by Patient Square Capital, LP. HAIN was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 137 ]"
2022-10-03,removed,SLQT,SelectQuote,Xperi Holding Corporation spun off Xperi Incorporated. Post spin off both companies remained in the S&P 600 but Xperi Holding Corporation was renamed to Adeia Incorporated ( Nasdaq : ADEA ). SLQT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 138 ]
2022-10-03,added,HAIN,Hain Celestial Group,"HNGR was acquired by Patient Square Capital, LP. HAIN was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 137 ]"
2022-10-03,added,MCW,Mister Car Wash,MCW replaced EXLS which replaced EQT Corp. in the S&P 400 after it was moved to the S&P 500. [ 138 ]
2022-10-03,added,STEL,Stellar Bancorp,"ABTX was acquired by CBTX, Inc. and post merger the combined company changed its name and ticker symbol to Stellar Bancorp ( Nasdaq : STEL ). [ 138 ]"
2022-10-12,removed,LNTH,Lantheus Holdings,PAYO replaced LNTH which replaced Targa Resources in the S&P 400 after it was moved to the S&P 500 . [ 136 ]
2022-10-12,added,PAYO,Payoneer,PAYO replaced LNTH which replaced Targa Resources in the S&P 400 after it was moved to the S&P 500 . [ 136 ]
2022-10-18,removed,CVET,Covetrus,"CVET was acquired by Clayton, Dubilier & Rice . MLKN was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 135 ]"
2022-10-18,added,MLKN,MillerKnoll,"CVET was acquired by Clayton, Dubilier & Rice . MLKN was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 135 ]"
2022-10-19,added,ADEA,,"derived from wiki revision diff (rev 1116977829 @ 2022-10-19, prev 2022-09-29)"
2022-11-02,removed,UFI,Unifi,BFH was moved from the S&P 400 as it was more representative of the small cap market space. UFI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 134 ]
2022-11-02,added,BFH,Bread Financial,BFH was moved from the S&P 400 as it was more representative of the small cap market space. UFI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 134 ]
2022-12-01,removed,FBC,Flagstar Bancorp,FBC was acquired by New York Community Bancorp . SABR was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 133 ]
2022-12-01,removed,PBF,PBF Energy,NUS was moved from the S&P 400 as it was more representative of the small cap market space. PBF was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 133 ]
2022-12-01,added,NUS,Nu Skin Enterprises,NUS was moved from the S&P 400 as it was more representative of the small cap market space. PBF was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 133 ]
2022-12-01,added,SABR,Sabre Corporation,FBC was acquired by New York Community Bancorp . SABR was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 133 ]
2022-12-19,removed,CATO,Cato Corporation,SJW was moved from the S&P 400 as it was more representative of the small cap market space. CATO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,removed,CONN,Conn's,MBC was spun off from Fortune Brands Innovations and replaced CONN which was no longer representative of the small-cap market space. [ 131 ]
2022-12-19,removed,DBD,Diebold Nixdorf,CWK was moved from the S&P 400 as it was more representative of the small cap market space. DBD was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,removed,DHC,Diversified Healthcare Trust,SMTC was moved from the S&P 400 as it was more representative of the small cap market space. DHC was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,removed,LL,LL Flooring,AGTI was moved from the S&P 400 as it was more representative of the small cap market space. LL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,removed,TUP,Tupperware Brands,NUVA was moved from the S&P 400 as it was more representative of the small cap market space. TUP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,added,AGTI,Agiliti,AGTI was moved from the S&P 400 as it was more representative of the small cap market space. LL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,added,CWK,Cushman & Wakefield,CWK was moved from the S&P 400 as it was more representative of the small cap market space. DBD was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,added,MBC,MasterBrand,MBC was spun off from Fortune Brands Innovations and replaced CONN which was no longer representative of the small-cap market space. [ 131 ]
2022-12-19,added,NUVA,NuVasive,NUVA was moved from the S&P 400 as it was more representative of the small cap market space. TUP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,added,SJW,SJW Group,SJW was moved from the S&P 400 as it was more representative of the small cap market space. CATO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2022-12-19,added,SMTC,Semtech,SMTC was moved from the S&P 400 as it was more representative of the small cap market space. DHC was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 132 ]
2023-01-05,removed,JYNT,The Joint Corp.,RXO was moved from the S&P 400 as it was more representative of the small cap market space. JYNT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 130 ]
2023-01-05,added,RXO,RXO,RXO was moved from the S&P 400 as it was more representative of the small cap market space. JYNT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 130 ]
2023-01-31,removed,VIVO,Meridian Bioscience,DV replaced VIVO after it was acquired by SD Biosensor. [ 129 ]
2023-01-31,added,DV,DoubleVerify,DV replaced VIVO after it was acquired by SD Biosensor. [ 129 ]
2023-02-02,removed,SJI,South Jersey Industries,NOG replaced SJI after it was acquired by Infrastructure Investments Fund. [ 128 ]
2023-02-02,added,NOG,Northern Oil and Gas,NOG replaced SJI after it was acquired by Infrastructure Investments Fund. [ 128 ]
2023-02-06,removed,ADC,Agree Realty Corp.,CRK replaced ADC which replaced Store Capital in the S&P 400 after it was acquired by GIC and Oak Street . [ 127 ]
2023-02-06,added,CRK,Comstock Resources,CRK replaced ADC which replaced Store Capital in the S&P 400 after it was acquired by GIC and Oak Street . [ 127 ]
2023-02-23,removed,UFPI,UFP Industries,"OTTR replaced UFP which replaced LHC Group, Inc. in the S&P 400 after it was acquired by UnitedHealth Group . [ 126 ]"
2023-02-23,added,OTTR,Otter Tail Corporation,"OTTR replaced UFP which replaced LHC Group, Inc. in the S&P 400 after it was acquired by UnitedHealth Group . [ 126 ]"
2023-02-24,removed,BCOR,,"derived from wiki revision diff (rev 1141366050 @ 2023-02-24, prev 2023-01-31)"
2023-02-24,added,AVTA,,"derived from wiki revision diff (rev 1141366050 @ 2023-02-24, prev 2023-01-31)"
2023-03-01,removed,COLB,Columbia Banking System,"VRRM replaced COLB which replaced Umpqua Holdings Corporation in the S&P 400. COLB acquired Umpqua Holdings and post-merger, COLB market cap was more representative of the mid-cap market space. [ 125 ]"
2023-03-01,added,VRRM,Verra Mobility,"VRRM replaced COLB which replaced Umpqua Holdings Corporation in the S&P 400. COLB acquired Umpqua Holdings and post-merger, COLB market cap was more representative of the mid-cap market space. [ 125 ]"
2023-03-20,removed,BBBY,Bed Bath & Beyond,LUMN was moved from the S&P 500 as it was more representative of the small cap market space. BBBY was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,FSP,Franklin Street Properties Corp.,AUB replaced FSB which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,GPMT,Granite Point Mortgage Trust,JBGS was moved from the S&P 400 as it was more representative of the small cap market space. GPMT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,HT,Hersha Hospitality Trust,DY was moved from the S&P 400 as it was more representative of the small cap market space. HT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,ILPT,Industrial Logistics Properties Trust,PEB was moved from the S&P 400 as it was more representative of the small cap market space. ILPT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,MPAA,Motorcar Parts of America,NEX replaced MPAA which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,OPRX,OptimizeRx,HBI was moved from the S&P 400 as it was more representative of the small cap market space. OPRX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,ORGO,Organogenesis,VSAT was moved from the S&P 400 as it was more representative of the small cap market space. ORGO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,PKE,Park Aerospace Corp,KMT was moved from the S&P 400 as it was more representative of the small cap market space. PKE was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,PNTG,Pennant Group,SLG was moved from the S&P 400 as it was more representative of the small cap market space. PNTG was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,SRDX,Surmodics,WAFD was moved from the S&P 400 as it was more representative of the small cap market space. SRDX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,UEIC,Universal Electronics Inc,RDN replaced UEIC which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,UIS,Unisys,CBRL was moved from the S&P 400 as it was more representative of the small cap market space. UIS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,WW,WW International,KW replaced WW which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,removed,ZIMV,ZimVie,TNDM was moved from the S&P 400 as it was more representative of the small cap market space. ZIMV was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,AUB,Atlantic Union Bank,AUB replaced FSB which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,CBRL,Cracker Barrel,CBRL was moved from the S&P 400 as it was more representative of the small cap market space. UIS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,DY,Dycom Industries,DY was moved from the S&P 400 as it was more representative of the small cap market space. HT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,HBI,Hanesbrands,HBI was moved from the S&P 400 as it was more representative of the small cap market space. OPRX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,JBGS,JBG Smith,JBGS was moved from the S&P 400 as it was more representative of the small cap market space. GPMT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,KMT,Kennametal,KMT was moved from the S&P 400 as it was more representative of the small cap market space. PKE was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,KW,Kennedy Wilson,KW replaced WW which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,LUMN,Lumen Technologies,LUMN was moved from the S&P 500 as it was more representative of the small cap market space. BBBY was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,NEX,NexTier Oilfield Solutions,NEX replaced MPAA which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,PEB,Pebblebrook Hotel Trust,PEB was moved from the S&P 400 as it was more representative of the small cap market space. ILPT was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,RDN,Radian Group,RDN replaced UEIC which was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,SLG,SL Green Realty,SLG was moved from the S&P 400 as it was more representative of the small cap market space. PNTG was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,TNDM,Tandem Diabetes Care,TNDM was moved from the S&P 400 as it was more representative of the small cap market space. ZIMV was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,VSAT,Viasat,VSAT was moved from the S&P 400 as it was more representative of the small cap market space. ORGO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-20,added,WAFD,"WaFd, Inc.",WAFD was moved from the S&P 400 as it was more representative of the small cap market space. SRDX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 124 ]
2023-03-21,removed,AAWW,Atlas Air Worldwide Holdings,CVI replaced AAWW after it was acquired by Apollo Global Management . [ 123 ]
2023-03-21,added,CVI,CVR Energy,CVI replaced AAWW after it was acquired by Apollo Global Management . [ 123 ]
2023-03-22,removed,EXPO,Exponent,"CERT replaced EXPO which replaced IAA, Inc. in the S&P 400 after it was acquired by Ritchie Bros. Auctioneers . [ 123 ]"
2023-03-22,added,CERT,Certara,"CERT replaced EXPO which replaced IAA, Inc. in the S&P 400 after it was acquired by Ritchie Bros. Auctioneers . [ 123 ]"
2023-04-03,removed,STAR,iStar,"NABL replaced STAR after it was acquired by Safehold, Inc. [ 122 ]"
2023-04-03,added,NABL,N-able,"NABL replaced STAR after it was acquired by Safehold, Inc. [ 122 ]"
2023-04-05,removed,NKTR,Nektar Therapeutics,PACW was moved from the S&P 400 as it was more representative of the small cap market space. NKTR was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 121 ]
2023-04-05,added,PACW,PacWest Bancorp,PACW was moved from the S&P 400 as it was more representative of the small cap market space. NKTR was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 121 ]
2023-05-01,removed,CSII,Cardiovascular Systems,CTKB replaced CSII after it was acquired by Abbott Laboratories . [ 120 ]
2023-05-01,added,CTKB,Cytek Biosciences,CTKB replaced CSII after it was acquired by Abbott Laboratories . [ 120 ]
2023-06-01,removed,HMST,HomeStreet Bank,BOH was moved from the S&P 400 as it was more representative of the small cap market space. HMST was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 119 ]
2023-06-01,added,BOH,Bank of Hawaii,BOH was moved from the S&P 400 as it was more representative of the small cap market space. HMST was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 119 ]
2023-06-14,removed,HSKA,Heska Corporation,"EXPI replaced HSKA after it was acquired by Mars, Incorporated . [ 118 ]"
2023-06-14,removed,RUTH,Ruth's Hospitality Group,PRVA replaced RUTH after it was acquired by Darden Restaurants . [ 118 ]
2023-06-14,added,EXPI,eXp World Holdings,"EXPI replaced HSKA after it was acquired by Mars, Incorporated . [ 118 ]"
2023-06-14,added,PRVA,Privia Health Group,PRVA replaced RUTH after it was acquired by Darden Restaurants . [ 118 ]
2023-06-19,removed,BIG,Big Lots,BIG was removed from the S&P 600 and replaced with UFPT as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,BOOM,Dynamic Materials Corporation,MAC was moved from the S&P 400 as it was more representative of the small cap market space. BOOM was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,CARA,Cara Therapeutics,CARA was removed from the S&P 600 and replaced with SDGR as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,CMTL,Comtech Telecommunications Corp.,WLY was moved from the S&P 400 as it was more representative of the small cap market space. CMTL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,CUTR,"Cutera, Inc.",DISH was moved from the S&P 500 as it was more representative of the small cap market space. CUTR was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,DOUG,Douglas Elliman,DOUG was removed from the S&P 600 and replaced with MC as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,EGRX,"Eagle Pharmaceuticals, Inc.",SPWR was moved from the S&P 400 as it was more representative of the small cap market space. EGRX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,FARO,FARO Technologies,FARO was removed from the S&P 600 and replaced with PECO as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,GCI,Gannett,VSCO was moved from the S&P 400 as it was more representative of the small cap market space. GCI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,GCO,Genesco,SITM was moved from the S&P 400 as it was more representative of the small cap market space. GCO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,INGN,Inogen,INGN was removed from the S&P 600 and replaced with CARG as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,LPSN,LivePerson,DEI was moved from the S&P 400 as it was more representative of the small cap market space. LPSN was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,PETS,PetMed Express,DAN was moved from the S&P 400 as it was more representative of the small cap market space. PETS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,PLCE,The Children's Place,NGVT was moved from the S&P 400 as it was more representative of the small cap market space. PLCE was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,RYAM,Rayonier Advanced Materials,FULT was moved from the S&P 400 as it was more representative of the small cap market space. RYAM was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,TG,Tredegar Corporation,TG was removed from the S&P 600 and replaced with CRC as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,TREE,LendingTree,TREE was removed from the S&P 600 and replaced with APAM as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,removed,ZUMZ,Zumiez,NAVI was moved from the S&P 400 as it was more representative of the small cap market space. ZUMZ was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,APAM,Artisan Partners Asset Management,TREE was removed from the S&P 600 and replaced with APAM as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,CARG,CarGurus,INGN was removed from the S&P 600 and replaced with CARG as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,CRC,California Resources Corporation,TG was removed from the S&P 600 and replaced with CRC as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,DAN,Dana Incorporated,DAN was moved from the S&P 400 as it was more representative of the small cap market space. PETS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,DEI,Douglas Emmett,DEI was moved from the S&P 400 as it was more representative of the small cap market space. LPSN was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,DISH,Dish Network,DISH was moved from the S&P 500 as it was more representative of the small cap market space. CUTR was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,FULT,Fulton Financial Corporation,FULT was moved from the S&P 400 as it was more representative of the small cap market space. RYAM was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,MAC,Macerich,MAC was moved from the S&P 400 as it was more representative of the small cap market space. BOOM was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,MC,Moelis & Company,DOUG was removed from the S&P 600 and replaced with MC as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,NAVI,Navient,NAVI was moved from the S&P 400 as it was more representative of the small cap market space. ZUMZ was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,NGVT,Ingevity Corp.,NGVT was moved from the S&P 400 as it was more representative of the small cap market space. PLCE was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,PECO,Phillips Edison & Company,FARO was removed from the S&P 600 and replaced with PECO as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,SDGR,"Schrödinger, Inc.",CARA was removed from the S&P 600 and replaced with SDGR as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,SITM,SiTime,SITM was moved from the S&P 400 as it was more representative of the small cap market space. GCO was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,SPWR,SunPower,SPWR was moved from the S&P 400 as it was more representative of the small cap market space. EGRX was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,UFPT,UFP Technologies,BIG was removed from the S&P 600 and replaced with UFPT as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,VSCO,Victoria's Secret,VSCO was moved from the S&P 400 as it was more representative of the small cap market space. GCI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-19,added,WLY,John Wiley & Sons,WLY was moved from the S&P 400 as it was more representative of the small cap market space. CMTL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 117 ]
2023-06-23,removed,ROCC,Ranger Oil,ABR replaced ROCC after it was acquired by Baytex Energy . [ 116 ]
2023-06-23,added,ABR,Arbor Realty Trust,ABR replaced ROCC after it was acquired by Baytex Energy . [ 116 ]
2023-07-03,removed,LOCO,El Pollo Loco,PHIN was spun off from BorgWarner and replaced LOCO which was no longer representative of the small-cap market space. [ 115 ]
2023-07-03,removed,SENEA,Seneca Foods,FTRE was spun off from Labcorp and replaced SENEA which was no longer representative of the small-cap market space. [ 115 ]
2023-07-03,added,FTRE,Fortrea,FTRE was spun off from Labcorp and replaced SENEA which was no longer representative of the small-cap market space. [ 115 ]
2023-07-03,added,PHIN,PHINIA,PHIN was spun off from BorgWarner and replaced LOCO which was no longer representative of the small-cap market space. [ 115 ]
2023-08-01,removed,AJRD,Aerojet Rocketdyne,MSGS replaced AJRD after it was acquired by L3Harris . [ 114 ]
2023-08-01,added,MSGS,Madison Square Garden Sports,MSGS replaced AJRD after it was acquired by L3Harris . [ 114 ]
2023-08-21,removed,ARNC,Arconic,ARNC was acquired by Apollo Global Management . MRCY was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 113 ]
2023-08-21,added,MRCY,Mercury Systems,ARNC was acquired by Apollo Global Management . MRCY was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 113 ]
2023-08-22,removed,UBA,Urstadt Biddle Properties,UBA was acquired by Regency Centers . STAA was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 112 ]
2023-08-22,added,STAA,Staar Surgical,UBA was acquired by Regency Centers . STAA was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 112 ]
2023-08-25,removed,EBS,Emergent BioSolutions,AAP was moved from the S&P 500 as it was more representative of the small cap market space. EBS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 111 ]
2023-08-25,added,AAP,Advance Auto Parts,AAP was moved from the S&P 500 as it was more representative of the small cap market space. EBS was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 111 ]
2023-08-31,removed,INT,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,removed,LPI,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,removed,TBK,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,removed,WETF,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,added,TFIN,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,added,VTLE,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,added,WKC,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-08-31,added,WT,,"derived from wiki revision diff (rev 1173069769 @ 2023-08-31, prev 2023-07-27)"
2023-09-01,removed,NEX,NexTier Oilfield Solutions,JXN replaced NEX after it was acquired by Patterson-UTI . [ 110 ]
2023-09-01,removed,NUVA,NuVasive,GSHD replaced NUVA after it was acquired by Globus Medical . [ 110 ]
2023-09-01,added,GSHD,Goosehead Insurance,GSHD replaced NUVA after it was acquired by Globus Medical . [ 110 ]
2023-09-01,added,JXN,Jackson Financial,JXN replaced NEX after it was acquired by Patterson-UTI . [ 110 ]
2023-09-18,removed,AAN,"Aaron's, Inc.",Market capitalization change. [ 109 ]
2023-09-18,removed,ANGO,AngioDynamics,Market capitalization change. [ 109 ]
2023-09-18,removed,CHRS,Coherus Biosciences,Market capitalization change. [ 109 ]
2023-09-18,removed,CPSI,Computer Programs and Systems,Market capitalization change. [ 109 ]
2023-09-18,removed,EGHT,8x8,Market capitalization change. [ 109 ]
2023-09-18,removed,FF,FutureFuel,Market capitalization change. [ 109 ]
2023-09-18,removed,NTGR,Netgear,Market capitalization change. [ 109 ]
2023-09-18,removed,ONL,Orion Office REIT,Market capitalization change. [ 109 ]
2023-09-18,removed,OPI,Office Properties Income Trust,Market capitalization change. [ 109 ]
2023-09-18,removed,QURE,UniQure,Market capitalization change. [ 109 ]
2023-09-18,removed,RMAX,RE/MAX,Market capitalization change. [ 109 ]
2023-09-18,removed,TSE,Trinseo,Market capitalization change. [ 109 ]
2023-09-18,removed,UVE,Universal Insurance Holdings,Market capitalization change. [ 109 ]
2023-09-18,removed,VNDA,Vanda Pharmaceuticals,Market capitalization change. [ 109 ]
2023-09-18,removed,ZYXI,Zynex,Market capitalization change. [ 109 ]
2023-09-18,added,APLE,Apple Hospitality REIT,Market capitalization change. [ 109 ]
2023-09-18,added,BXMT,Blackstone Mortgage Trust,Market capitalization change. [ 109 ]
2023-09-18,added,CATY,Cathay Bank,Market capitalization change. [ 109 ]
2023-09-18,added,ENR,Energizer,Market capitalization change. [ 109 ]
2023-09-18,added,HASI,Hannon Armstrong,Market capitalization change. [ 109 ]
2023-09-18,added,HIW,Highwoods Properties,Market capitalization change. [ 109 ]
2023-09-18,added,JBLU,JetBlue,Market capitalization change. [ 109 ]
2023-09-18,added,LBRT,Liberty Energy,Market capitalization change. [ 109 ]
2023-09-18,added,LNC,Lincoln National,Market capitalization change. [ 109 ]
2023-09-18,added,NWL,Newell Brands,Market capitalization change. [ 109 ]
2023-09-18,added,OMCL,Omnicell,Market capitalization change. [ 109 ]
2023-09-18,added,PZZA,Papa John's,Market capitalization change. [ 109 ]
2023-09-18,added,SXT,Sensient Technologies,Market capitalization change. [ 109 ]
2023-09-18,added,TRIP,TripAdvisor,Market capitalization change. [ 109 ]
2023-09-18,added,XRX,Xerox,Market capitalization change. [ 109 ]
2023-09-29,removed,ANIK,,"derived from wiki revision diff (rev 1177744056 @ 2023-09-29, prev 2023-08-31)"
2023-09-29,removed,CIVI,Civitas Resources,HAYW replaced CIVI which replaced Syneos Health in the S&P 400. [ 108 ]
2023-09-29,removed,ENTA,,"derived from wiki revision diff (rev 1177744056 @ 2023-09-29, prev 2023-08-31)"
2023-09-29,removed,SWM,,"derived from wiki revision diff (rev 1177744056 @ 2023-09-29, prev 2023-08-31)"
2023-09-29,added,FL,,"derived from wiki revision diff (rev 1177744056 @ 2023-09-29, prev 2023-08-31)"
